*******************************************************************************
Ephemeris / WWW_USER Sun Sep 10 19:16:06 2017 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE431mx}
Center body name: Pluto (999)                     {source: plu055l_merged}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2015-Jul-14 09:00:00.0000 TDB
Stop  time      : A.D. 2015-Jul-14 20:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 1195.0 x 1195.0 x 1195.0 km     {Equator, meridian, pole}    
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2457217.990972222, A.D. 2015-Jul-14 11:47:00.0000, -1.197204808413784E+09,  4.772418447688708E+09, -1.642443000879569E+08, -5.376191512751221E+00, -1.852964995387918E-01,  1.599026483280385E+00,  1.642147030122201E+04,  4.923032945577347E+09,  1.074430939267105E+00,
2457217.991666667, A.D. 2015-Jul-14 11:48:00.0000, -1.197205130984907E+09,  4.772418436571182E+09, -1.642442041465638E+08, -5.376179256952066E+00, -1.852876531055303E-01,  1.599019939366758E+00,  1.642147051625758E+04,  4.923033010043387E+09,  1.074437122729227E+00,
2457217.992361111, A.D. 2015-Jul-14 11:49:00.0000, -1.197205453555295E+09,  4.772418425454189E+09, -1.642441082055640E+08, -5.376167001511905E+00, -1.852788129474380E-01,  1.599013386022068E+00,  1.642147073129438E+04,  4.923033074509802E+09,  1.074443300507010E+00,
2457217.993055556, A.D. 2015-Jul-14 11:50:00.0000, -1.197205776124948E+09,  4.772418414337725E+09, -1.642440122649574E+08, -5.376154746436418E+00, -1.852699790687866E-01,  1.599006823249373E+00,  1.642147094633243E+04,  4.923033138976584E+09,  1.074449472597594E+00,
2457217.993750000, A.D. 2015-Jul-14 11:51:00.0000, -1.197206098693865E+09,  4.772418403221791E+09, -1.642439163247452E+08, -5.376142491731287E+00, -1.852611514738421E-01,  1.599000251051738E+00,  1.642147116137170E+04,  4.923033203443737E+09,  1.074455638998123E+00,
2457217.994444444, A.D. 2015-Jul-14 11:52:00.0000, -1.197206421262047E+09,  4.772418392106387E+09, -1.642438203849280E+08, -5.376130237402196E+00, -1.852523301668695E-01,  1.598993669432231E+00,  1.642147137641221E+04,  4.923033267911261E+09,  1.074461799705740E+00,
2457217.995138889, A.D. 2015-Jul-14 11:53:00.0000, -1.197206743829493E+09,  4.772418380991511E+09, -1.642437244455051E+08, -5.376117983454822E+00, -1.852435151521303E-01,  1.598987078393924E+00,  1.642147159145396E+04,  4.923033332379153E+09,  1.074467954717593E+00,
2457217.995833333, A.D. 2015-Jul-14 11:54:00.0000, -1.197207066396204E+09,  4.772418369877165E+09, -1.642436285064788E+08, -5.376105729894848E+00, -1.852347064338828E-01,  1.598980477939894E+00,  1.642147180649693E+04,  4.923033396847414E+09,  1.074474104030834E+00,
2457217.996527778, A.D. 2015-Jul-14 11:55:00.0000, -1.197207388962181E+09,  4.772418358763348E+09, -1.642435325678484E+08, -5.376093476727955E+00, -1.852259040163832E-01,  1.598973868073222E+00,  1.642147202154114E+04,  4.923033461316046E+09,  1.074480247642614E+00,
2457217.997222222, A.D. 2015-Jul-14 11:56:00.0000, -1.197207711527422E+09,  4.772418347650057E+09, -1.642434366296148E+08, -5.376081223959825E+00, -1.852171079038838E-01,  1.598967248796994E+00,  1.642147223658657E+04,  4.923033525785045E+09,  1.074486385550090E+00,
2457217.997916667, A.D. 2015-Jul-14 11:57:00.0000, -1.197208034091928E+09,  4.772418336537294E+09, -1.642433406917787E+08, -5.376068971596135E+00, -1.852083181006347E-01,  1.598960620114299E+00,  1.642147245163323E+04,  4.923033590254413E+09,  1.074492517750419E+00,
2457217.998611111, A.D. 2015-Jul-14 11:58:00.0000, -1.197208356655698E+09,  4.772418325425057E+09, -1.642432447543399E+08, -5.376056719642567E+00, -1.851995346108821E-01,  1.598953982028234E+00,  1.642147266668111E+04,  4.923033654724146E+09,  1.074498644240764E+00,
2457217.999305556, A.D. 2015-Jul-14 11:59:00.0000, -1.197208679218734E+09,  4.772418314313349E+09, -1.642431488173008E+08, -5.376044468104803E+00, -1.851907574388704E-01,  1.598947334541896E+00,  1.642147288173023E+04,  4.923033719194249E+09,  1.074504765018286E+00,
2457218.000000000, A.D. 2015-Jul-14 12:00:00.0000, -1.197209001781034E+09,  4.772418303202168E+09, -1.642430528806605E+08, -5.376032216988520E+00, -1.851819865888403E-01,  1.598940677658387E+00,  1.642147309678057E+04,  4.923033783664719E+09,  1.074510880080153E+00,
2457218.000694444, A.D. 2015-Jul-14 12:01:00.0000, -1.197209324342600E+09,  4.772418292091511E+09, -1.642429569444196E+08, -5.376019966299400E+00, -1.851732220650303E-01,  1.598934011380817E+00,  1.642147331183213E+04,  4.923033848135554E+09,  1.074516989423534E+00,
2457218.001388889, A.D. 2015-Jul-14 12:02:00.0000, -1.197209646903430E+09,  4.772418280981380E+09, -1.642428610085795E+08, -5.376007716043121E+00, -1.851644638716751E-01,  1.598927335712297E+00,  1.642147352688492E+04,  4.923033912606756E+09,  1.074523093045600E+00,
2457218.002083333, A.D. 2015-Jul-14 12:03:00.0000, -1.197209969463526E+09,  4.772418269871776E+09, -1.642427650731397E+08, -5.375995466225365E+00, -1.851557120130066E-01,  1.598920650655942E+00,  1.642147374193892E+04,  4.923033977078326E+09,  1.074529190943525E+00,
2457218.002777778, A.D. 2015-Jul-14 12:04:00.0000, -1.197210292022887E+09,  4.772418258762694E+09, -1.642426691381011E+08, -5.375983216851806E+00, -1.851469664932544E-01,  1.598913956214875E+00,  1.642147395699414E+04,  4.923034041550259E+09,  1.074535283114487E+00,
2457218.003472222, A.D. 2015-Jul-14 12:05:00.0000, -1.197210614581512E+09,  4.772418247654139E+09, -1.642425732034650E+08, -5.375970967928129E+00, -1.851382273166444E-01,  1.598907252392219E+00,  1.642147417205058E+04,  4.923034106022559E+09,  1.074541369555665E+00,
2457218.004166667, A.D. 2015-Jul-14 12:06:00.0000, -1.197210937139403E+09,  4.772418236546107E+09, -1.642424772692308E+08, -5.375958719460010E+00, -1.851294944874001E-01,  1.598900539191105E+00,  1.642147438710824E+04,  4.923034170495224E+09,  1.074547450264241E+00,
2457218.004861111, A.D. 2015-Jul-14 12:07:00.0000, -1.197211259696558E+09,  4.772418225438600E+09, -1.642423813354003E+08, -5.375946471453124E+00, -1.851207680097419E-01,  1.598893816614666E+00,  1.642147460216712E+04,  4.923034234968253E+09,  1.074553525237399E+00,
2457218.005555556, A.D. 2015-Jul-14 12:08:00.0000, -1.197211582252979E+09,  4.772418214331615E+09, -1.642422854019732E+08, -5.375934223913156E+00, -1.851120478878865E-01,  1.598887084666040E+00,  1.642147481722721E+04,  4.923034299441647E+09,  1.074559594472330E+00,
2457218.006250000, A.D. 2015-Jul-14 12:09:00.0000, -1.197211904808665E+09,  4.772418203225153E+09, -1.642421894689505E+08, -5.375921976845779E+00, -1.851033341260490E-01,  1.598880343348370E+00,  1.642147503228852E+04,  4.923034363915404E+09,  1.074565657966221E+00,
2457218.006944444, A.D. 2015-Jul-14 12:10:00.0000, -1.197212227363616E+09,  4.772418192119214E+09, -1.642420935363324E+08, -5.375909730256674E+00, -1.850946267284405E-01,  1.598873592664802E+00,  1.642147524735104E+04,  4.923034428389524E+09,  1.074571715716267E+00,
2457218.007638889, A.D. 2015-Jul-14 12:11:00.0000, -1.197212549917833E+09,  4.772418181013798E+09, -1.642419976041193E+08, -5.375897484151516E+00, -1.850859256992695E-01,  1.598866832618488E+00,  1.642147546241477E+04,  4.923034492864010E+09,  1.074577767719662E+00,
2457218.008333333, A.D. 2015-Jul-14 12:12:00.0000, -1.197212872471315E+09,  4.772418169908903E+09, -1.642419016723125E+08, -5.375885238535984E+00, -1.850772310427419E-01,  1.598860063212585E+00,  1.642147567747971E+04,  4.923034557338857E+09,  1.074583813973605E+00,
2457218.009027778, A.D. 2015-Jul-14 12:13:00.0000, -1.197213195024061E+09,  4.772418158804530E+09, -1.642418057409122E+08, -5.375872993415754E+00, -1.850685427630597E-01,  1.598853284450251E+00,  1.642147589254586E+04,  4.923034621814067E+09,  1.074589854475296E+00,
2457218.009722222, A.D. 2015-Jul-14 12:14:00.0000, -1.197213517576074E+09,  4.772418147700679E+09, -1.642417098099189E+08, -5.375860748796507E+00, -1.850598608644225E-01,  1.598846496334650E+00,  1.642147610761322E+04,  4.923034686289641E+09,  1.074595889221941E+00,
2457218.010416667, A.D. 2015-Jul-14 12:15:00.0000, -1.197213840127351E+09,  4.772418136597347E+09, -1.642416138793325E+08, -5.375848504683914E+00, -1.850511853510269E-01,  1.598839698868953E+00,  1.642147632268179E+04,  4.923034750765574E+09,  1.074601918210746E+00,
2457218.011111111, A.D. 2015-Jul-14 12:16:00.0000, -1.197214162677894E+09,  4.772418125494535E+09, -1.642415179491551E+08, -5.375836261083655E+00, -1.850425162270669E-01,  1.598832892056331E+00,  1.642147653775156E+04,  4.923034815241870E+09,  1.074607941438918E+00,
2457218.011805556, A.D. 2015-Jul-14 12:17:00.0000, -1.197214485227703E+09,  4.772418114392245E+09, -1.642414220193861E+08, -5.375824018001405E+00, -1.850338534967330E-01,  1.598826075899962E+00,  1.642147675282254E+04,  4.923034879718529E+09,  1.074613958903669E+00,
2457218.012500000, A.D. 2015-Jul-14 12:18:00.0000, -1.197214807776777E+09,  4.772418103290474E+09, -1.642413260900264E+08, -5.375811775442842E+00, -1.850251971642128E-01,  1.598819250403028E+00,  1.642147696789472E+04,  4.923034944195545E+09,  1.074619970602216E+00,
2457218.013194445, A.D. 2015-Jul-14 12:19:00.0000, -1.197215130325116E+09,  4.772418092189222E+09, -1.642412301610761E+08, -5.375799533413637E+00, -1.850165472336905E-01,  1.598812415568715E+00,  1.642147718296811E+04,  4.923035008672925E+09,  1.074625976531774E+00,
2457218.013888889, A.D. 2015-Jul-14 12:20:00.0000, -1.197215452872721E+09,  4.772418081088489E+09, -1.642411342325363E+08, -5.375787291919472E+00, -1.850079037093486E-01,  1.598805571400214E+00,  1.642147739804269E+04,  4.923035073150662E+09,  1.074631976689563E+00,
2457218.014583333, A.D. 2015-Jul-14 12:21:00.0000, -1.197215775419591E+09,  4.772418069988274E+09, -1.642410383044078E+08, -5.375775050966017E+00, -1.849992665953654E-01,  1.598798717900719E+00,  1.642147761311848E+04,  4.923035137628762E+09,  1.074637971072805E+00,
2457218.015277778, A.D. 2015-Jul-14 12:22:00.0000, -1.197216097965727E+09,  4.772418058888576E+09, -1.642409423766904E+08, -5.375762810558951E+00, -1.849906358959169E-01,  1.598791855073429E+00,  1.642147782819546E+04,  4.923035202107219E+09,  1.074643959678727E+00,
2457218.015972222, A.D. 2015-Jul-14 12:23:00.0000, -1.197216420511128E+09,  4.772418047789396E+09, -1.642408464493849E+08, -5.375750570703945E+00, -1.849820116151751E-01,  1.598784982921549E+00,  1.642147804327364E+04,  4.923035266586036E+09,  1.074649942504555E+00,
2457218.016666667, A.D. 2015-Jul-14 12:24:00.0000, -1.197216743055795E+09,  4.772418036690735E+09, -1.642407505224926E+08, -5.375738331406678E+00, -1.849733937573109E-01,  1.598778101448285E+00,  1.642147825835303E+04,  4.923035331065212E+09,  1.074655919547520E+00,
2457218.017361111, A.D. 2015-Jul-14 12:25:00.0000, -1.197217065599728E+09,  4.772418025592588E+09, -1.642406545960131E+08, -5.375726092672821E+00, -1.849647823264902E-01,  1.598771210656851E+00,  1.642147847343360E+04,  4.923035395544746E+09,  1.074661890804857E+00,
2457218.018055555, A.D. 2015-Jul-14 12:26:00.0000, -1.197217388142926E+09,  4.772418014494961E+09, -1.642405586699476E+08, -5.375713854508047E+00, -1.849561773268772E-01,  1.598764310550462E+00,  1.642147868851537E+04,  4.923035460024639E+09,  1.074667856273798E+00,
2457218.018750000, A.D. 2015-Jul-14 12:27:00.0000, -1.197217710685390E+09,  4.772418003397847E+09, -1.642404627442961E+08, -5.375701616918032E+00, -1.849475787626328E-01,  1.598757401132340E+00,  1.642147890359833E+04,  4.923035524504888E+09,  1.074673815951586E+00,
2457218.019444444, A.D. 2015-Jul-14 12:28:00.0000, -1.197218033227120E+09,  4.772417992301250E+09, -1.642403668190594E+08, -5.375689379908451E+00, -1.849389866379142E-01,  1.598750482405710E+00,  1.642147911868249E+04,  4.923035588985497E+09,  1.074679769835460E+00,
2457218.020138889, A.D. 2015-Jul-14 12:29:00.0000, -1.197218355768116E+09,  4.772417981205169E+09, -1.642402708942385E+08, -5.375677143484973E+00, -1.849304009568769E-01,  1.598743554373801E+00,  1.642147933376783E+04,  4.923035653466460E+09,  1.074685717922664E+00,
2457218.020833333, A.D. 2015-Jul-14 12:30:00.0000, -1.197218678308378E+09,  4.772417970109603E+09, -1.642401749698334E+08, -5.375664907653275E+00, -1.849218217236719E-01,  1.598736617039847E+00,  1.642147954885437E+04,  4.923035717947783E+09,  1.074691660210445E+00,
2457218.021527778, A.D. 2015-Jul-14 12:31:00.0000, -1.197219000847905E+09,  4.772417959014551E+09, -1.642400790458450E+08, -5.375652672419028E+00, -1.849132489424486E-01,  1.598729670407087E+00,  1.642147976394210E+04,  4.923035782429461E+09,  1.074697596696052E+00,
2457218.022222222, A.D. 2015-Jul-14 12:32:00.0000, -1.197219323386698E+09,  4.772417947920012E+09, -1.642399831222732E+08, -5.375640437787903E+00, -1.849046826173529E-01,  1.598722714478763E+00,  1.642147997903101E+04,  4.923035846911494E+09,  1.074703527376738E+00,
2457218.022916667, A.D. 2015-Jul-14 12:33:00.0000, -1.197219645924757E+09,  4.772417936825989E+09, -1.642398871991189E+08, -5.375628203765574E+00, -1.848961227525268E-01,  1.598715749258123E+00,  1.642148019412111E+04,  4.923035911393883E+09,  1.074709452249759E+00,
2457218.023611111, A.D. 2015-Jul-14 12:34:00.0000, -1.197219968462083E+09,  4.772417925732477E+09, -1.642397912763829E+08, -5.375615970357712E+00, -1.848875693521107E-01,  1.598708774748416E+00,  1.642148040921238E+04,  4.923035975876628E+09,  1.074715371312370E+00,
2457218.024305556, A.D. 2015-Jul-14 12:35:00.0000, -1.197220290998674E+09,  4.772417914639480E+09, -1.642396953540664E+08, -5.375603737569990E+00, -1.848790224202411E-01,  1.598701790952900E+00,  1.642148062430486E+04,  4.923036040359728E+09,  1.074721284561833E+00,
2457218.025000000, A.D. 2015-Jul-14 12:36:00.0000, -1.197220613534531E+09,  4.772417903546995E+09, -1.642395994321692E+08, -5.375591505408076E+00, -1.848704819610524E-01,  1.598694797874833E+00,  1.642148083939851E+04,  4.923036104843183E+09,  1.074727191995408E+00,
2457218.025694444, A.D. 2015-Jul-14 12:37:00.0000, -1.197220936069655E+09,  4.772417892455020E+09, -1.642395035106902E+08, -5.375579273877646E+00, -1.848619479786742E-01,  1.598687795517480E+00,  1.642148105449334E+04,  4.923036169326989E+09,  1.074733093610367E+00,
2457218.026388889, A.D. 2015-Jul-14 12:38:00.0000, -1.197221258604044E+09,  4.772417881363562E+09, -1.642394075896337E+08, -5.375567042984366E+00, -1.848534204772352E-01,  1.598680783884110E+00,  1.642148126958936E+04,  4.923036233811154E+09,  1.074738989403971E+00,
2457218.027083333, A.D. 2015-Jul-14 12:39:00.0000, -1.197221581137700E+09,  4.772417870272612E+09, -1.642393116689970E+08, -5.375554812733908E+00, -1.848448994608594E-01,  1.598673762977994E+00,  1.642148148468655E+04,  4.923036298295670E+09,  1.074744879373495E+00,
2457218.027777778, A.D. 2015-Jul-14 12:40:00.0000, -1.197221903670622E+09,  4.772417859182173E+09, -1.642392157487817E+08, -5.375542583131943E+00, -1.848363849336687E-01,  1.598666732802412E+00,  1.642148169978492E+04,  4.923036362780539E+09,  1.074750763516214E+00,
2457218.028472222, A.D. 2015-Jul-14 12:41:00.0000, -1.197222226202810E+09,  4.772417848092245E+09, -1.642391198289895E+08, -5.375530354184140E+00, -1.848278768997821E-01,  1.598659693360644E+00,  1.642148191488447E+04,  4.923036427265760E+09,  1.074756641829402E+00,
2457218.029166667, A.D. 2015-Jul-14 12:42:00.0000, -1.197222548734264E+09,  4.772417837002827E+09, -1.642390239096186E+08, -5.375518125896170E+00, -1.848193753633147E-01,  1.598652644655975E+00,  1.642148212998519E+04,  4.923036491751334E+09,  1.074762514310339E+00,
2457218.029861111, A.D. 2015-Jul-14 12:43:00.0000, -1.197222871264985E+09,  4.772417825913919E+09, -1.642389279906719E+08, -5.375505898273699E+00, -1.848108803283798E-01,  1.598645586691697E+00,  1.642148234508709E+04,  4.923036556237262E+09,  1.074768380956307E+00,
2457218.030555556, A.D. 2015-Jul-14 12:44:00.0000, -1.197223193794972E+09,  4.772417814825521E+09, -1.642388320721488E+08, -5.375493671322398E+00, -1.848023917990863E-01,  1.598638519471103E+00,  1.642148256019016E+04,  4.923036620723541E+09,  1.074774241764590E+00,
2457218.031250000, A.D. 2015-Jul-14 12:45:00.0000, -1.197223516324225E+09,  4.772417803737633E+09, -1.642387361540499E+08, -5.375481445047936E+00, -1.847939097795407E-01,  1.598631442997493E+00,  1.642148277529441E+04,  4.923036685210172E+09,  1.074780096732477E+00,
2457218.031944444, A.D. 2015-Jul-14 12:46:00.0000, -1.197223838852746E+09,  4.772417792650253E+09, -1.642386402363758E+08, -5.375469219455980E+00, -1.847854342738473E-01,  1.598624357274169E+00,  1.642148299039982E+04,  4.923036749697153E+09,  1.074785945857257E+00,
2457218.032638889, A.D. 2015-Jul-14 12:47:00.0000, -1.197224161380532E+09,  4.772417781563380E+09, -1.642385443191271E+08, -5.375456994552199E+00, -1.847769652861057E-01,  1.598617262304438E+00,  1.642148320550641E+04,  4.923036814184484E+09,  1.074791789136222E+00,
2457218.033333333, A.D. 2015-Jul-14 12:48:00.0000, -1.197224483907585E+09,  4.772417770477015E+09, -1.642384484023042E+08, -5.375444770342260E+00, -1.847685028204140E-01,  1.598610158091614E+00,  1.642148342061416E+04,  4.923036878672167E+09,  1.074797626566670E+00,
2457218.034027778, A.D. 2015-Jul-14 12:49:00.0000, -1.197224806433904E+09,  4.772417759391159E+09, -1.642383524859083E+08, -5.375432546831830E+00, -1.847600468808662E-01,  1.598603044639010E+00,  1.642148363572308E+04,  4.923036943160199E+09,  1.074803458145897E+00,
2457218.034722222, A.D. 2015-Jul-14 12:50:00.0000, -1.197225128959491E+09,  4.772417748305810E+09, -1.642382565699394E+08, -5.375420324026576E+00, -1.847515974715543E-01,  1.598595921949949E+00,  1.642148385083317E+04,  4.923037007648582E+09,  1.074809283871205E+00,
2457218.035416667, A.D. 2015-Jul-14 12:51:00.0000, -1.197225451484343E+09,  4.772417737220967E+09, -1.642381606543977E+08, -5.375408101932167E+00, -1.847431545965659E-01,  1.598588790027754E+00,  1.642148406594442E+04,  4.923037072137314E+09,  1.074815103739898E+00,
2457218.036111111, A.D. 2015-Jul-14 12:52:00.0000, -1.197225774008463E+09,  4.772417726136632E+09, -1.642380647392848E+08, -5.375395880554267E+00, -1.847347182599863E-01,  1.598581648875754E+00,  1.642148428105684E+04,  4.923037136626393E+09,  1.074820917749283E+00,
2457218.036805556, A.D. 2015-Jul-14 12:53:00.0000, -1.197226096531849E+09,  4.772417715052802E+09, -1.642379688246005E+08, -5.375383659898541E+00, -1.847262884658984E-01,  1.598574498497284E+00,  1.642148449617043E+04,  4.923037201115824E+09,  1.074826725896666E+00,
2457218.037500000, A.D. 2015-Jul-14 12:54:00.0000, -1.197226419054502E+09,  4.772417703969477E+09, -1.642378729103448E+08, -5.375371439970656E+00, -1.847178652183810E-01,  1.598567338895678E+00,  1.642148471128517E+04,  4.923037265605601E+09,  1.074832528179362E+00,
2457218.038194444, A.D. 2015-Jul-14 12:55:00.0000, -1.197226741576421E+09,  4.772417692886658E+09, -1.642377769965196E+08, -5.375359220776278E+00, -1.847094485215102E-01,  1.598560170074282E+00,  1.642148492640107E+04,  4.923037330095727E+09,  1.074838324594685E+00,
2457218.038888889, A.D. 2015-Jul-14 12:56:00.0000, -1.197227064097608E+09,  4.772417681804342E+09, -1.642376810831246E+08, -5.375347002321072E+00, -1.847010383793590E-01,  1.598552992036439E+00,  1.642148514151814E+04,  4.923037394586199E+09,  1.074844115139954E+00,
2457218.039583333, A.D. 2015-Jul-14 12:57:00.0000, -1.197227386618062E+09,  4.772417670722533E+09, -1.642375851701608E+08, -5.375334784610701E+00, -1.846926347959976E-01,  1.598545804785501E+00,  1.642148535663636E+04,  4.923037459077021E+09,  1.074849899812486E+00,
2457218.040277778, A.D. 2015-Jul-14 12:58:00.0000, -1.197227709137783E+09,  4.772417659641227E+09, -1.642374892576282E+08, -5.375322567650832E+00, -1.846842377754935E-01,  1.598538608324822E+00,  1.642148557175574E+04,  4.923037523568188E+09,  1.074855678609605E+00,
2457218.040972222, A.D. 2015-Jul-14 12:59:00.0000, -1.197228031656770E+09,  4.772417648560425E+09, -1.642373933455284E+08, -5.375310351447125E+00, -1.846758473219097E-01,  1.598531402657761E+00,  1.642148578687628E+04,  4.923037588059702E+09,  1.074861451528637E+00,
2457218.041666667, A.D. 2015-Jul-14 13:00:00.0000, -1.197228354175025E+09,  4.772417637480125E+09, -1.642372974338608E+08, -5.375298136005247E+00, -1.846674634393077E-01,  1.598524187787682E+00,  1.642148600199796E+04,  4.923037652551563E+09,  1.074867218566909E+00,
2457218.042361111, A.D. 2015-Jul-14 13:01:00.0000, -1.197228676692547E+09,  4.772417626400328E+09, -1.642372015226254E+08, -5.375285921330860E+00, -1.846590861317451E-01,  1.598516963717952E+00,  1.642148621712080E+04,  4.923037717043767E+09,  1.074872979721756E+00,
2457218.043055556, A.D. 2015-Jul-14 13:02:00.0000, -1.197228999209335E+09,  4.772417615321034E+09, -1.642371056118250E+08, -5.375273707429628E+00, -1.846507154032772E-01,  1.598509730451942E+00,  1.642148643224480E+04,  4.923037781536320E+09,  1.074878734990507E+00,
2457218.043750000, A.D. 2015-Jul-14 13:03:00.0000, -1.197229321725391E+09,  4.772417604242243E+09, -1.642370097014582E+08, -5.375261494307211E+00, -1.846423512579546E-01,  1.598502487993030E+00,  1.642148664736995E+04,  4.923037846029216E+09,  1.074884484370501E+00,
2457218.044444445, A.D. 2015-Jul-14 13:04:00.0000, -1.197229644240715E+09,  4.772417593163952E+09, -1.642369137915266E+08, -5.375249281969274E+00, -1.846339936998270E-01,  1.598495236344596E+00,  1.642148686249624E+04,  4.923037910522457E+09,  1.074890227859078E+00,
2457218.045138889, A.D. 2015-Jul-14 13:05:00.0000, -1.197229966755305E+09,  4.772417582086163E+09, -1.642368178820298E+08, -5.375237070421477E+00, -1.846256427329394E-01,  1.598487975510024E+00,  1.642148707762369E+04,  4.923037975016043E+09,  1.074895965453578E+00,
2457218.045833333, A.D. 2015-Jul-14 13:06:00.0000, -1.197230289269163E+09,  4.772417571008875E+09, -1.642367219729695E+08, -5.375224859669482E+00, -1.846172983613342E-01,  1.598480705492703E+00,  1.642148729275229E+04,  4.923038039509973E+09,  1.074901697151347E+00,
2457218.046527778, A.D. 2015-Jul-14 13:07:00.0000, -1.197230611782288E+09,  4.772417559932087E+09, -1.642366260643454E+08, -5.375212649718951E+00, -1.846089605890511E-01,  1.598473426296027E+00,  1.642148750788202E+04,  4.923038104004247E+09,  1.074907422949733E+00,
2457218.047222222, A.D. 2015-Jul-14 13:08:00.0000, -1.197230934294681E+09,  4.772417548855800E+09, -1.642365301561587E+08, -5.375200440575543E+00, -1.846006294201266E-01,  1.598466137923392E+00,  1.642148772301291E+04,  4.923038168498863E+09,  1.074913142846085E+00,
2457218.047916667, A.D. 2015-Jul-14 13:09:00.0000, -1.197231256806341E+09,  4.772417537780012E+09, -1.642364342484093E+08, -5.375188232244919E+00, -1.845923048585938E-01,  1.598458840378202E+00,  1.642148793814494E+04,  4.923038232993825E+09,  1.074918856837756E+00,
2457218.048611111, A.D. 2015-Jul-14 13:10:00.0000, -1.197231579317269E+09,  4.772417526704723E+09, -1.642363383410981E+08, -5.375176024732737E+00, -1.845839869084828E-01,  1.598451533663863E+00,  1.642148815327811E+04,  4.923038297489127E+09,  1.074924564922103E+00,
2457218.049305555, A.D. 2015-Jul-14 13:11:00.0000, -1.197231901827464E+09,  4.772417515629932E+09, -1.642362424342251E+08, -5.375163818044661E+00, -1.845756755738207E-01,  1.598444217783783E+00,  1.642148836841243E+04,  4.923038361984772E+09,  1.074930267096485E+00,
2457218.050000000, A.D. 2015-Jul-14 13:12:00.0000, -1.197232224336927E+09,  4.772417504555641E+09, -1.642361465277917E+08, -5.375151612186348E+00, -1.845673708586316E-01,  1.598436892741379E+00,  1.642148858354788E+04,  4.923038426480759E+09,  1.074935963358261E+00,
2457218.050694444, A.D. 2015-Jul-14 13:13:00.0000, -1.197232546845658E+09,  4.772417493481848E+09, -1.642360506217980E+08, -5.375139407163457E+00, -1.845590727669365E-01,  1.598429558540068E+00,  1.642148879868448E+04,  4.923038490977087E+09,  1.074941653704798E+00,
2457218.051388889, A.D. 2015-Jul-14 13:14:00.0000, -1.197232869353656E+09,  4.772417482408552E+09, -1.642359547162452E+08, -5.375127202981645E+00, -1.845507813027535E-01,  1.598422215183275E+00,  1.642148901382221E+04,  4.923038555473757E+09,  1.074947338133460E+00,
2457218.052083333, A.D. 2015-Jul-14 13:15:00.0000, -1.197233191860922E+09,  4.772417471335754E+09, -1.642358588111327E+08, -5.375114999646571E+00, -1.845424964700969E-01,  1.598414862674427E+00,  1.642148922896108E+04,  4.923038619970767E+09,  1.074953016641618E+00,
2457218.052777778, A.D. 2015-Jul-14 13:16:00.0000, -1.197233514367456E+09,  4.772417460263453E+09, -1.642357629064617E+08, -5.375102797163893E+00, -1.845342182729790E-01,  1.598407501016955E+00,  1.642148944410109E+04,  4.923038684468119E+09,  1.074958689226643E+00,
2457218.053472222, A.D. 2015-Jul-14 13:17:00.0000, -1.197233836873258E+09,  4.772417449191648E+09, -1.642356670022326E+08, -5.375090595539269E+00, -1.845259467154078E-01,  1.598400130214296E+00,  1.642148965924223E+04,  4.923038748965810E+09,  1.074964355885913E+00,
2457218.054166667, A.D. 2015-Jul-14 13:18:00.0000, -1.197234159378328E+09,  4.772417438120339E+09, -1.642355710984464E+08, -5.375078394778354E+00, -1.845176818013891E-01,  1.598392750269889E+00,  1.642148987438450E+04,  4.923038813463841E+09,  1.074970016616803E+00,
2457218.054861111, A.D. 2015-Jul-14 13:19:00.0000, -1.197234481882665E+09,  4.772417427049525E+09, -1.642354751951029E+08, -5.375066194886806E+00, -1.845094235349255E-01,  1.598385361187180E+00,  1.642149008952791E+04,  4.923038877962211E+09,  1.074975671416695E+00,
2457218.055555556, A.D. 2015-Jul-14 13:20:00.0000, -1.197234804386271E+09,  4.772417415979209E+09, -1.642353792922032E+08, -5.375053995870279E+00, -1.845011719200158E-01,  1.598377962969616E+00,  1.642149030467245E+04,  4.923038942460922E+09,  1.074981320282971E+00,
2457218.056250000, A.D. 2015-Jul-14 13:21:00.0000, -1.197235126889145E+09,  4.772417404909386E+09, -1.642352833897479E+08, -5.375041797734431E+00, -1.844929269606569E-01,  1.598370555620652E+00,  1.642149051981811E+04,  4.923039006959970E+09,  1.074986963213020E+00,
